Timestamp,What age range are you?,What is your gender?,What estimated range is your household's monthly income?,"Which area are you from? If not from Karachi please select ""Outside Karachi""",How often do you go to Clifton beach?,How do you get to Clifton Beach most of the time?,What are your top motivations for going to Clifton Beach? You can select up to 3,Where do you access the beach from most of the time?,Which of the two statements do you agree with more?,Which one of the following statements apply to you?,What are your top priorities for Clifton Beach in the next year? You can select up to 3.,How do you feel regarding the caretaking and evolution of Clifton beach?,What would make Clifton Beach your favourite beach to go to? Please use this space for any feedback not covered by the survey,Is it important for Clifton Beach and the coast of Karachi to have a comprehensive plan across various ownership boundaries to guide its growth?,"In the last 12 months, have you done any of the following in Karachi? Please select all that apply",Do you trust Karachi's various administrative bodies and caretakers with your well-being?,Have you given feedback or participated in the design process of any public project in Karachi?,What is your most favourite place in Karachi?,"If you had unlimited funds, how would you change Clifton Beach?",Do you like going to the beach? Why if you do? Why not if you do not?,Do you feel safe while at the beach?,"If yes, then at what time of the day?","If not, why?",On what days do you prefer going to the beach?,At what time are you most likely to visit the beach?,How long do you spend at the beach?,How do you rate the following facilities? [Seating],How do you rate the following facilities? [Cleanliness],How do you rate the following facilities? [Shading Devices],How do you rate the following facilities? [Public Washrooms],How do you rate the following facilities? [Recreational Amenities],How do you rate the following facilities? [Lighting],How do you rate the following facilities? [Pathways/Walking Infrastructure],How do you rate the following facilities? [First Aid],What kind of company do you prefer when at the beach?,Have you ever made any new friends at the beach?
2021/06/24 9:54:01 AM AST,15 - 24 years,Male,Prefer not to answer,Malir Cantonment,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,,,,,,,,,No,,Fear of theft,Weekends,2:00pm - 6:00pm;6:00pm - 10:00pm,More than an hour,Poor,Poor,Poor,Poor,Poor,Poor,Fair,Poor,Friends,No
2021/06/24 9:59:44 AM AST,45 years and above,Female,Prefer not to answer,New Karachi Town,Not often (few times in many years),Public transit,Most accessible (public beach closest to urban Karachi),Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,,,,,,,Yes,Evening,,Weekdays,2:00pm - 6:00pm;6:00pm - 10:00pm,More than an hour,Poor,Good,Poor,Poor,Poor,Fair,Poor,Poor,Family,No
2021/06/25 1:50:52 AM AST,15 - 24 years,Female,"200,001 and above",Clifton Cantonment,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seawall (between Captain Farhan Ali Shaheed Park and Emaar Crescent),Some people may be restricted or charged to visit some places at Clifton beach,,"Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,,,,,,,Yes,Evening,,Both,6:00pm - 10:00pm,Less than an hour,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Friends,No
2021/06/25 12:33:25 PM AST,15 - 24 years,Female,"200,001 and above",Nazimabad,Never,Public transit,"Leisure (walking, being with loved ones, etc)",,"Clifton beach must be freely accessible, without charge and entry limitations",,,,,,,,,,,,Yes,Morning,,Weekends,10:00am - 2:00pm,Less than an hour,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Family,No
2021/06/25 12:34:46 PM AST,25 - 44 years,Female,"125,001 - 150,000 rupees",Gulshan-e-Iqbal,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc)",McDonald's/A K Khan Park,Some people may be restricted or charged to visit some places at Clifton beach,,,,,,,,,,,,Yes,Morning,,Both,6:00pm - 10:00pm,More than an hour,Fair,Fair,Fair,Poor,Fair,Fair,Good,Fair,Family,No
2021/06/25 4:06:18 PM AST,15 - 24 years,Female,"50,001 - 75,000 rupees",Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),Some people may be restricted or charged to visit some places at Clifton beach,,,,,,,,,,,,No,,Fear of theft;Stray dogs;Reckless speeding by vehicles,Both,6:00am - 10:00am;2:00pm - 6:00pm,Less than an hour,Fair,Poor,Fair,Poor,Fair,Fair,Good,Fair,Friends,No
2021/06/25 5:06:31 AM AST,45 years and above,Female,"50,001 - 75,000 rupees",Faisal Cantonment,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),Some people may be restricted or charged to visit some places at Clifton beach,,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,,,,,,,Yes,Evening,,Weekends,2:00pm - 6:00pm,More than an hour,Fair,Poor,Poor,Poor,Poor,Fair,Fair,Poor,Family,No
2021/06/25 7:08:54 AM AST,15 - 24 years,Female,Prefer not to answer,Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc)",McDonald's/A K Khan Park,Some people may be restricted or charged to visit some places at Clifton beach,,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Recreation (like: sandy playgrounds, sports courts, arts expression areas, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,,,,,,,,,Yes,Morning,,Weekends,2:00pm - 6:00pm,Less than an hour,Fair,Fair,Fair,Poor,Poor,Poor,Fair,Poor,Family,No
2021/06/26 10:08:37 am GMT-4,25 - 44 years,Female,"200,001 and above",Gulberg,Not often (few times in many years),Private vehicle,"Most accessible (public beach closest to urban Karachi);Relief (from climate, from stresses, etc)",McDonald's/A K Khan Park,"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",Negatively - I feel a sense of frustration and/or loss,"Clean, safe and accessible. I want it to be preserved and managed by the government like a national park. It's the hallmark of Karachi, deserves some tlc.",Important,"Visit monuments, historic sites;Visit a park for a walks or leisure;Attend sporting events as a spectator;Practice some sport of physical activity on a regular basis;Visit a religious building (mosque, church, temple, etc);Participate in a protest;Visit an outdoors bazaar;Visit an indoors bazaar/mall",No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:16:14 am GMT-4,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc)",Clifton Beach Parking Lot,Some people may be restricted or charged to visit some places at Clifton beach,I only visit the beach with company at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,"Cleanliness, safety for girls ",Important,"Visit a religious building (mosque, church, temple, etc);Participate in a protest",No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:18:52 am GMT-4,25 - 44 years,Female,"75,001 - 100,000 rupees",NULL,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc);Relief (from climate, from stresses, etc)",McDonald's/A K Khan Park,Some people may be restricted or charged to visit some places at Clifton beach,I only visit the beach with company and only before sunset,"Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc);Natural areas (like: forests, gardens, etc);Recreation (like: sandy playgrounds, sports courts, arts expression areas, etc)",Negatively - I feel a sense of frustration and/or loss,NULL,Important,"Visit museums, galleries;Visit a park for a walks or leisure;Visit a religious building (mosque, church, temple, etc)",No - I do not trust them,Yes - I would like more opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:27:24 am GMT-4,25 - 44 years,Female,"175,000 - 200,000 rupees",Gulberg,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Most accessible (public beach closest to urban Karachi);Commerce (for work, for shopping, for restaurants, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,Just make it clean and stop dumping the gutter lines into the beach.,Important,"Visit museums, galleries;Visit monuments, historic sites;Visit cultural events on the street or at public squares;Visit a park for a walks or leisure;Attend sporting events as a spectator;Visit a theatre (play, movies);Visit a fair (books, food, crafts);Visit a religious building (mosque, church, temple, etc);Participate in a protest;Visit an outdoors bazaar;Visit an indoors bazaar/mall",No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:35:45 am GMT-4,25 - 44 years,Female,"50,001 - 75,000 rupees",Karachi Cantonment,Not often (few times in many years),For-hire vehicle,"Leisure (walking, being with loved ones, etc)",McDonald's/A K Khan Park,"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,"Cleanliness, safety, available amenities like washing areas, and washrooms that are being maintained",Important,"Visit museums, galleries;Visit conferences, seminars (outside of institutional requirements);Visit cultural events on the street or at public squares;Visit a park for a walks or leisure;Visit a fair (books, food, crafts);Participate in a protest;Visit an outdoors bazaar;Visit an indoors bazaar/mall;Visit a natural area (hills, lakes, mangroves, etc)",No - I do not trust them,Yes - I would like more opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:35:52 am GMT-4,25 - 44 years,Female,"200,001 and above",Gulshan-e-Iqbal,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Celebrating (personal milestones, special occasions, etc);Special events held in the vicinity",Seawall (between Captain Farhan Ali Shaheed Park and Emaar Crescent),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company at any time during the day,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",Negatively - I feel a sense of frustration and/or loss,"I would if they would stop dumping untreated sewage into the sea. And hipefully if DHA doesnt take over the coastline and make houses, which has already begun sadly.",Important,Visit a park for a walks or leisure;Visit an indoors bazaar/mall,No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 10:56:29 am GMT-4,25 - 44 years,Female,"75,001 - 100,000 rupees",North Nazimabad Town,Frequently (multiple times a month),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Natural areas (like: forests, gardens, etc)",Negatively - I feel a sense of frustration and/or loss,More safety ,Important,"Visit museums, galleries;Visit monuments, historic sites;Visit conferences, seminars (outside of institutional requirements);Visit cultural events on the street or at public squares;Visit a theatre (play, movies);Visit a fair (books, food, crafts);Participate in a protest;Visit an outdoors bazaar;Visit an indoors bazaar/mall",No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 11:13:49 am GMT-4,15 - 24 years,Female,"200,001 and above",Nazimabad,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Relief (from climate, from stresses, etc)",Clifton Beach Parking Lot,Some people may be restricted or charged to visit some places at Clifton beach,I only visit the beach with company at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,NULL,Important,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,
2021/06/26 11:25:15 am GMT-4,25 - 44 years,Female,"150,001 - 175,000 rupees",Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",Negatively - I feel a sense of frustration and/or loss,NULL,Important,Practice some sport of physical activity on a regular basis;Visit an outdoors bazaar;Visit an indoors bazaar/mall,No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 11:48:01 am GMT-4,25 - 44 years,Female,Prefer not to answer,Clifton Cantonment,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc)",Dolmen Mall,"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Positively - There are several welcome developmental changes,Memories ,Important,"Visit museums, galleries;Visit monuments, historic sites;Visit cultural events on the street or at public squares;Visit a park for a walks or leisure",Indifferent,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 11:52:02 am GMT-4,15 - 24 years,Female,"175,000 - 200,000 rupees",Clifton Cantonment,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Relief (from climate, from stresses, etc)",Clifton Beach Parking Lot,"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,NULL,Important,Visit a park for a walks or leisure;Visit an outdoors bazaar,No - I do not trust them,Yes - I would like more opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 3:28:34 pm GMT-4,25 - 44 years,Female,"200,001 and above",Jamshed Quarters,Not often - I prefer other beaches,Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc);Most accessible (public beach closest to urban Karachi)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",Positively - There are several welcome developmental changes,Cleanliness and security ,Important,"Visit museums, galleries;Visit cultural events on the street or at public squares;Visit a park for a walks or leisure;Practice some sport of physical activity on a regular basis;Visit a musical/dancing event (not including weddings);Participate in a protest;Visit an outdoors bazaar;Visit a community centre",Indifferent,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/06/26 6:18:01 pm GMT-4,15 - 24 years,Female,"100,001 - 125,000 rupees",Jamshed Quarters,Not often (few times in many years),Private vehicle,Most accessible (public beach closest to urban Karachi),Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company and only before sunset,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,"If it was safe for women. I could even deal with the dirtiness of the beach if only I felt safe there. The leering, harassment, and general sense of unease that ‘im not safe here’ are too much to bear :( ",Important,Visit a park for a walks or leisure;Visit an indoors bazaar/mall,No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
